presion,temperatura,humedad,PM25,PM10,CO,CH4,CO2,O3
755,17.32,52,0.7,0.7,133.0,35.0,297.0,7.7
755,17.02,53,0.6,0.6,139.0,34.7,273.0,7.8
755,17.04,53,0.6,0.6,136.5,34.6,285.0,7.8
755,17.10,53,1.4,1.4,132.4,35.1,295.0,7.7
755,17.14,52,0.6,0.6,136.3,35.2,291.0,7.8
755,17.35,51,0.9,0.9,136.1,34.4,294.0,7.9
755,17.46,51,0.4,0.4,133.5,35.3,302.0,7.8
754,17.26,52,0.6,0.6,132.3,35.0,296.0,7.7
754,17.28,52,0.7,0.7,131.6,35.0,296.0,7.7
754,17.14,54,0.7,0.7,133.8,33.6,298.0,7.8
754,16.59,56,3.2,3.2,137.7,32.9,291.0,7.8
754,16.87,54,0.7,0.7,132.2,35.0,296.0,7.7
754,16.89,53,0.6,0.6,134.0,34.9,304.0,7.8
754,16.73,54,0.5,0.5,132.2,35.0,302.0,7.7
753,16.82,53,0.8,0.8,131.0,35.5,298.0,7.7
753,16.62,53,3.1,3.1,131.1,35.4,314.0,7.7
753,16.56,54,0.9,0.9,130.9,35.7,306.0,7.7
753,16.40,54,1.3,1.3,133.0,35.5,297.0,7.7
753,16.69,53,0.6,0.6,131.4,36.4,307.0,7.6
753,16.59,53,0.7,0.7,132.4,35.2,310.0,7.7
753,16.36,54,0.9,0.9,132.5,35.6,309.0,7.7
753,16.46,54,0.9,0.9,133.4,35.2,307.0,7.7
754,16.71,54,0.4,0.5,133.1,35.2,306.0,7.7
754,16.73,54,1.0,1.0,134.4,35.9,310.0,7.8
754,16.52,55,1.4,1.4,142.3,34.1,302.0,8.0
754,16.49,56,2.1,2.1,145.4,33.7,313.0,8.1
754,16.54,56,2.0,2.0,142.9,34.0,313.0,8.0
754,16.78,55,2.1,2.1,157.0,33.6,311.0,8.4
754,16.73,56,14.8,14.8,174.7,31.2,317.0,8.7
754,16.82,57,3.2,3.2,198.6,29.4,319.0,9.2
754,17.04,56,46.2,46.5,215.9,28.7,334.0,9.6
754,17.64,55,15.0,15.1,169.8,31.5,328.0,8.5
754,18.09,53,5.1,5.1,180.9,30.5,330.0,9.2
754,18.56,52,8.0,8.0,191.2,29.2,332.0,9.2
754,19.09,50,5.4,5.5,183.1,30.9,359.0,9.0
754,19.00,50,4.1,4.1,174.0,30.7,339.0,8.9
755,18.70,50,3.7,3.7,155.2,32.7,337.0,8.3
754,19.18,49,6.6,6.7,167.4,32.0,332.0,8.6
754,20.94,45,3.1,3.1,158.9,31.9,324.0,8.5
754,20.95,45,5.0,5.0,159.4,31.8,328.0,8.5
754,21.71,43,1.9,2.0,154.4,33.0,326.0,8.3
754,19.67,51,4.9,4.9,149.2,37.3,314.0,8.6
754,19.86,51,6.4,6.4,158.9,34.5,340.0,8.9
754,19.49,51,4.1,4.2,146.4,35.4,323.0,8.4
754,21.39,46,3.0,3.0,169.0,33.1,329.0,9.0
754,22.78,43,2.4,2.4,168.4,32.9,323.0,9.1
754,22.63,43,3.0,3.0,150.1,36.6,311.0,8.6
754,22.95,43,9.1,9.2,173.1,33.4,315.0,9.3
754,23.56,42,11.8,11.9,153.4,34.5,362.0,8.7
754,23.22,43,3.9,3.9,155.3,34.0,347.0,8.7
754,23.02,43,6.5,6.5,154.6,34.1,328.0,8.7
754,23.33,44,8.3,8.3,172.3,31.8,334.0,9.1
754,22.85,44,4.3,4.3,155.2,33.2,327.0,8.6
754,22.95,44,7.1,7.2,175.4,31.9,305.0,9.1
754,22.61,44,5.8,5.8,180.3,30.5,318.0,9.3
754,22.53,46,2.9,2.9,162.0,32.3,324.0,9.0
753,23.31,45,6.6,6.7,158.8,32.4,336.0,8.7
753,23.31,43,7.2,7.2,153.5,33.9,324.0,8.6
753,22.79,44,2.1,2.1,151.4,34.2,317.0,8.6
753,23.48,43,7.6,7.6,163.1,31.7,325.0,8.9
752,23.50,42,3.3,3.3,199.3,29.4,326.0,10.6
752,24.20,41,3.0,3.0,155.3,33.1,337.0,8.7
752,23.86,43,7.1,7.2,169.1,30.1,336.0,9.0
752,23.00,45,2.0,2.0,188.4,29.8,341.0,9.4
752,22.50,45,2.7,2.8,156.6,34.1,326.0,8.6
752,23.15,44,4.5,4.6,175.3,31.4,339.0,9.2
751,22.63,45,11.7,11.8,169.3,31.2,317.0,8.9
751,22.57,45,3.8,3.8,198.3,28.9,324.0,9.7
752,22.62,45,8.5,8.5,152.5,33.0,325.0,8.6
752,22.18,47,1.1,1.1,172.5,31.4,313.0,9.0
752,21.95,47,4.4,4.5,163.7,31.7,321.0,8.9
752,22.19,46,7.4,7.5,176.9,30.6,325.0,9.1
752,21.52,48,3.3,3.3,223.4,27.1,360.0,10.1
752,21.05,48,5.0,5.0,196.7,28.1,342.0,9.8
752,21.06,48,10.7,10.7,207.2,27.9,345.0,9.8
752,20.74,49,5.6,5.6,205.0,28.8,336.0,9.8
752,20.22,51,14.5,14.5,190.8,28.6,336.0,9.5
753,20.08,51,11.3,11.3,174.8,30.5,356.0,9.1
753,19.82,51,13.0,13.1,235.4,27.6,338.0,10.4
753,19.75,50,4.6,4.6,166.8,31.6,332.0,8.8
753,19.48,52,5.9,5.9,177.4,31.3,307.0,9.0
753,19.46,52,5.3,5.3,162.4,31.5,321.0,8.6
754,19.44,52,51.0,51.3,197.2,29.5,328.0,9.3
754,19.01,53,32.9,33.1,159.7,31.3,317.0,8.7
754,19.03,54,7.9,7.9,174.6,30.3,320.0,9.1
754,19.01,52,2.6,2.6,153.0,33.0,323.0,8.4
754,18.63,52,1.3,1.3,152.0,32.8,322.0,8.5
754,19.00,52,12.4,12.5,154.6,32.7,312.0,8.5
754,18.97,52,2.9,3.0,148.1,33.5,332.0,8.3
754,18.63,53,1.1,1.1,152.3,32.9,308.0,8.3
754,18.54,56,1.7,1.7,142.4,33.2,309.0,8.2
755,18.51,56,1.2,1.2,140.0,32.5,307.0,8.1
755,18.35,56,0.9,0.9,139.8,33.0,310.0,8.1
755,18.41,54,0.7,0.7,147.0,33.0,305.0,8.3
755,18.15,56,0.7,0.7,136.1,34.0,308.0,8.0
755,17.95,56,2.5,2.5,155.8,33.1,302.0,8.5
755,17.99,57,0.9,1.0,147.6,32.8,315.0,8.3
755,17.99,56,0.7,0.7,135.2,33.9,309.0,8.0
755,17.55,57,1.8,1.8,153.5,31.9,309.0,8.4
755,17.27,58,1.4,1.4,143.9,32.9,309.0,8.1
754,17.15,58,1.4,1.5,148.6,33.0,306.0,8.3
754,17.49,57,5.3,5.3,148.8,33.5,310.0,8.2
754,17.61,56,1.0,1.0,136.1,34.9,301.0,8.0
754,17.77,57,0.8,0.8,135.1,34.9,298.0,8.0
754,17.74,58,0.6,0.6,138.8,32.8,303.0,8.1
754,17.86,57,0.5,0.5,134.0,34.6,305.0,8.0
754,17.70,58,1.1,1.1,139.3,33.0,313.0,8.0
753,17.59,58,1.1,1.2,136.9,32.7,311.0,8.0
753,17.60,57,0.8,0.8,133.8,34.6,302.0,8.0
753,17.68,58,1.0,1.0,137.9,33.9,306.0,8.1
753,17.49,59,1.0,1.0,138.0,32.5,300.0,8.0
753,17.61,59,7.4,7.4,137.0,33.4,300.0,8.1
753,17.23,60,0.9,0.9,138.5,32.3,319.0,8.0
753,16.72,62,0.4,0.4,138.7,31.6,305.0,8.0
753,16.74,63,1.8,1.8,140.2,31.7,303.0,8.0
753,17.07,62,0.7,0.7,139.1,32.1,312.0,8.0
753,16.89,62,4.9,4.9,138.8,32.6,328.0,8.0
753,16.61,63,1.1,1.1,140.7,31.6,322.0,8.0
753,16.72,63,0.8,0.8,143.0,31.7,307.0,8.1
753,16.67,63,1.0,1.0,139.8,32.1,315.0,8.0
753,16.75,62,2.3,2.3,141.3,31.8,326.0,8.0
753,16.56,63,2.9,3.0,144.6,31.6,325.0,8.1
753,16.70,62,2.9,3.0,152.3,30.5,323.0,8.3
753,16.43,63,4.4,4.4,155.5,30.7,334.0,8.4
753,16.67,63,6.1,6.1,181.0,28.8,332.0,8.9
753,16.70,62,3.8,3.9,156.8,32.3,341.0,8.4
753,17.46,61,8.4,8.5,197.9,28.5,341.0,9.3
754,17.65,59,39.4,39.6,192.7,29.2,344.0,9.2
754,18.80,55,17.5,17.7,205.9,29.6,331.0,9.5
754,19.19,54,8.1,8.2,161.2,32.9,317.0,8.6
754,20.63,50,10.3,10.4,203.1,29.8,354.0,9.5
754,22.87,44,2.9,2.9,156.0,32.8,421.0,8.6
754,22.34,45,16.4,16.5,164.7,31.4,330.0,8.9
754,22.13,47,6.8,6.8,214.2,26.7,336.0,9.6
754,21.22,50,8.2,8.3,168.9,30.8,345.0,8.7
754,21.74,49,13.8,13.9,159.8,30.6,319.0,8.6
755,21.93,53,2.9,2.9,173.9,26.2,313.0,8.9
755,21.90,50,12.9,12.9,169.1,30.4,316.0,8.7
755,21.94,50,5.2,5.2,179.8,29.0,289.0,9.0
755,22.23,50,12.3,12.3,202.3,27.2,348.0,10.8
755,21.51,56,4.1,4.1,182.9,28.0,319.0,9.1
755,21.64,56,2.8,2.8,191.7,26.8,322.0,9.2
754,22.49,50,2.2,2.2,159.0,31.1,318.0,8.6
754,22.34,51,2.8,2.8,185.2,28.3,310.0,9.1
754,22.33,54,5.0,5.1,162.9,31.0,289.0,8.7
754,22.53,54,4.2,4.3,185.1,28.3,299.0,9.1
754,21.27,62,5.7,5.7,239.6,23.0,311.0,9.8
754,22.10,59,4.9,4.9,236.7,23.8,331.0,9.9
754,21.90,57,5.1,5.2,194.8,27.1,287.0,10.4
754,21.17,58,7.6,7.6,180.1,27.7,307.0,9.0
754,20.66,61,4.5,4.5,166.6,28.9,280.0,8.7
754,20.84,59,5.2,5.3,187.3,26.9,305.0,9.1
753,20.55,60,5.7,5.7,184.7,26.3,306.0,9.2
753,21.11,60,3.6,3.6,181.2,27.3,317.0,9.0
753,20.75,60,6.3,6.3,176.2,28.3,274.0,8.9
753,21.01,58,4.2,4.2,191.8,27.2,310.0,9.1
753,21.55,55,2.9,3.0,170.5,28.9,286.0,8.8
752,21.35,54,5.5,5.5,179.1,29.2,318.0,8.9
752,21.78,53,5.1,5.1,159.0,30.6,329.0,8.6
752,21.16,54,2.8,2.8,167.2,29.9,295.0,8.7
752,20.40,56,10.4,10.5,170.3,29.2,342.0,8.8
752,20.28,61,27.3,27.5,188.5,27.5,310.0,9.0
752,21.57,56,5.6,5.7,179.7,27.5,338.0,9.0
752,21.04,52,7.0,7.0,177.5,31.1,250.0,8.9
752,20.69,54,4.7,4.7,160.9,30.1,316.0,8.6
752,21.00,52,2.4,2.4,161.0,32.0,326.0,8.6
752,20.39,54,7.2,7.3,161.7,31.5,303.0,8.6
753,19.32,60,6.9,7.0,215.6,26.3,326.0,9.8
753,19.16,57,2.1,2.1,170.3,30.4,305.0,8.8
753,18.77,58,5.3,5.3,164.4,30.7,330.0,8.6
753,18.48,57,1.5,1.5,162.0,31.6,264.0,8.7
753,18.47,57,2.8,2.8,157.5,32.5,302.0,8.4
753,18.39,58,11.5,11.6,195.7,28.4,335.0,9.4
754,18.27,58,15.0,15.0,173.0,31.7,321.0,8.9
754,18.17,58,5.6,5.7,164.0,31.2,319.0,8.6
754,18.17,59,9.1,9.2,192.8,29.2,329.0,9.2
754,18.31,57,7.5,7.6,207.5,28.8,316.0,9.8
754,18.51,56,11.4,11.5,217.4,28.5,341.0,9.7
754,18.20,57,26.4,26.5,171.0,30.5,319.0,8.8
754,18.40,58,11.7,11.8,190.5,29.3,325.0,9.2
755,18.12,58,12.4,12.4,170.7,31.0,323.0,8.8
755,18.12,59,5.7,5.7,197.1,28.0,313.0,9.2
755,18.19,59,6.0,6.1,190.0,29.2,314.0,9.2
755,18.01,60,5.6,5.6,166.7,30.9,314.0,8.7
755,18.10,59,2.8,2.9,183.8,29.5,290.0,8.9
755,17.86,59,3.9,3.9,214.1,27.0,322.0,9.7
755,17.37,60,5.1,5.1,176.5,29.1,321.0,9.0
755,17.63,56,2.7,2.7,146.9,33.3,313.0,8.1
755,17.59,56,1.7,1.8,175.1,30.5,316.0,8.9
755,17.47,56,2.0,2.0,148.1,32.8,318.0,8.2
755,17.72,56,1.6,1.6,150.0,33.1,334.0,8.2
755,17.68,55,3.7,3.7,151.3,32.8,318.0,8.3
755,17.82,56,3.8,3.8,156.1,32.7,307.0,8.4
755,17.43,57,2.3,2.3,150.1,32.0,323.0,8.2
755,17.52,58,2.7,2.7,153.8,32.3,313.0,8.3
754,17.32,59,0.8,0.8,145.3,33.7,295.0,8.2
754,17.21,59,0.9,0.9,138.9,33.1,319.0,7.9
754,16.86,62,0.4,0.4,145.4,31.8,309.0,8.1
754,17.07,61,0.8,0.8,141.7,32.7,321.0,8.0
754,17.19,61,4.3,4.3,148.1,31.3,315.0,8.2
754,17.30,61,0.5,0.5,143.8,32.2,313.0,8.1
754,16.80,63,1.1,1.1,144.5,31.3,299.0,8.1
754,16.93,63,0.6,0.7,150.5,30.7,316.0,8.2
754,17.13,62,1.2,1.2,140.0,33.1,320.0,8.0
754,17.20,62,0.9,0.9,140.8,32.4,316.0,8.0
754,17.24,62,0.5,0.5,141.3,31.9,310.0,8.1
753,17.16,62,0.5,0.5,144.6,31.6,305.0,8.1
753,16.95,63,3.3,3.4,141.3,31.9,303.0,8.1
753,16.99,63,2.7,2.7,140.3,31.8,309.0,8.0
753,16.95,63,0.6,0.6,140.6,31.9,300.0,8.1
753,16.61,63,0.4,0.4,138.7,32.7,307.0,8.0
753,16.80,62,0.5,0.5,140.2,32.8,288.0,8.0
753,16.95,60,0.8,0.8,135.5,34.1,322.0,7.9
753,16.95,60,1.5,1.5,140.3,33.2,315.0,8.0
753,17.07,60,0.6,0.6,137.2,33.0,321.0,7.9
753,17.00,60,0.5,0.5,137.5,33.4,314.0,8.0
753,17.09,61,1.2,1.2,139.7,32.9,319.0,8.0
753,17.12,60,2.1,2.1,144.7,32.5,324.0,8.1
754,17.20,61,4.3,4.3,147.7,32.1,320.0,8.2
754,17.42,59,3.0,3.0,153.0,31.9,328.0,8.3
754,17.45,60,5.6,5.7,158.8,31.0,335.0,8.5
754,17.72,58,12.0,12.0,174.2,30.1,334.0,8.8
754,17.80,58,5.8,5.8,189.0,30.5,337.0,9.2
754,17.96,56,7.0,7.1,178.1,31.0,336.0,8.9
755,18.80,55,41.4,41.7,229.3,27.9,344.0,9.8
755,19.30,53,19.8,20.0,187.1,30.5,345.0,9.1
755,20.13,51,21.4,21.5,177.6,31.4,329.0,8.9
755,20.76,50,4.9,5.0,188.0,30.7,314.0,9.2
755,21.38,47,13.7,13.8,187.7,30.2,356.0,9.2
755,22.67,44,15.6,15.7,142.0,34.7,339.0,8.3
755,22.41,45,5.9,5.9,164.8,32.7,338.0,8.7
755,21.45,46,4.6,4.6,156.0,33.1,309.0,8.5
754,22.65,45,4.0,4.0,150.7,32.7,291.0,8.4
755,23.03,43,13.9,14.0,151.6,33.8,370.0,8.4
755,22.74,44,11.2,11.3,178.3,30.9,376.0,8.7
755,22.45,44,4.4,4.4,167.8,32.3,202.0,8.7
